Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDJ08,OUT027,4454.0
NCC07,OUT017,1794.0
NCD19,OUT027,2342.0
FDL46,OUT049,2026.0
FDM20,OUT045,3832.0
NCI06,OUT010,930.0
DRM11,OUT035,4222.0
NCH07,OUT018,2208.0
FDS23,OUT013,2070.0
FDO49,OUT018,602.0
FDS35,OUT049,1154.0
DRK39,OUT045,1268.0
DRI39,OUT049,1034.0
FDV04,OUT017,2630.0
NCN14,OUT035,3002.0
FDH08,OUT013,3694.0
FDS20,OUT046,2912.0
FDV40,OUT049,1346.0
FDZ48,OUT010,-150.0
FDS24,OUT027,2922.0
FDK44,OUT049,2842.0
FDS48,OUT045,2354.0
FDK26,OUT010,1114.0
FDD23,OUT045,2976.0
NCH54,OUT017,2640.0
NCP14,OUT010,-254.0
FDM60,OUT010,-1190.0
FDV24,OUT017,2502.0
FDH08,OUT018,3360.0
FDS12,OUT027,3462.0
FDR39,OUT027,4322.0
FDP12,OUT027,2138.0
DRF60,OUT027,5182.0
FDC09,OUT035,1858.0
FDF50,OUT018,2856.0
FDG28,OUT035,4046.0
NCE19,OUT017,986.0
NCM53,OUT010,-198.0
NCN18,OUT049,1878.0
FDF32,OUT035,3296.0
FDF11,OUT013,3866.0
DRI59,OUT049,3650.0
NCG54,OUT035,2808.0
FDM44,OUT046,1650.0
FDT57,OUT018,3472.0
FDV24,OUT046,2402.0
FDI50,OUT019,1762.0
FDS09,OUT035,1038.0
NCC31,OUT027,3910.0
FDQ07,OUT019,1590.0
FDC22,OUT017,3162.0
FDZ56,OUT046,2706.0
FDZ40,OUT019,-986.0
FDS46,OUT027,3410.0
DRD24,OUT045,2174.0
FDV45,OUT017,3106.0
FDL26,OUT045,2408.0
FDA56,OUT018,1718.0
FDN27,OUT046,1904.0
FDM20,OUT049,3974.0
FDO16,OUT017,1470.0
FDL03,OUT035,3298.0
FDE58,OUT046,1882.0
FDI02,OUT027,3290.0
NCC55,OUT019,-1262.0
FDR03,OUT018,3044.0
FDB14,OUT017,1624.0
FDR45,OUT013,3842.0
NCN07,OUT017,2162.0
FDM51,OUT019,-186.0
FDT52,OUT027,5374.0
FDL26,OUT046,2452.0
NCZ42,OUT046,3768.0
DRI47,OUT019,434.0
FDW40,OUT013,2306.0
FDN34,OUT046,2756.0
FDS01,OUT035,2996.0
NCG55,OUT045,1780.0
FDC11,OUT035,1530.0
FDX35,OUT018,3344.0
NCB06,OUT046,2518.0
FDR09,OUT019,2190.0
FDC53,OUT017,1690.0
FDY45,OUT013,4070.0
FDA22,OUT010,754.0
FDE02,OUT035,1666.0
FDW21,OUT045,1628.0
FDV34,OUT046,1268.0
FDS59,OUT049,1902.0
NCW17,OUT017,2134.0
NCK54,OUT046,1870.0
FDG17,OUT019,2018.0
FDG35,OUT017,2912.0
FDD08,OUT010,-1246.0
NCO07,OUT017,3438.0
FDJ10,OUT010,362.0
FDW36,OUT017,1782.0
FDW21,OUT010,-198.0
FDY19,OUT017,2000.0
DRE03,OUT013,810.0
NCC55,OUT049,722.0
FDH52,OUT010,-810.0
FDO09,OUT017,4296.0
FDU43,OUT045,3756.0
FDX09,OUT010,866.0
FDH40,OUT019,-514.0
FDW58,OUT017,1802.0
FDC47,OUT017,3672.0
NCR41,OUT035,1660.0
DRG49,OUT035,3994.0
FDC52,OUT027,3950.0
FDY13,OUT046,1232.0
FDY35,OUT013,826.0
FDI35,OUT017,2994.0
NCU18,OUT049,2330.0
FDY33,OUT018,2278.0
FDC15,OUT027,3926.0
FDU01,OUT049,3118.0
NCU42,OUT046,2686.0
NCV29,OUT018,2534.0
NCY30,OUT017,2986.0
FDQ46,OUT049,1886.0
FDG58,OUT027,3946.0
FDK33,OUT017,3492.0
NCD07,OUT045,1768.0
NCX29,OUT027,3726.0
NCT42,OUT013,2378.0
DRN59,OUT035,902.0
FDI44,OUT035,1418.0
FDA45,OUT049,2886.0
FDP31,OUT045,1016.0
FDY01,OUT046,1856.0
FDT09,OUT018,1908.0
DRH03,OUT027,3002.0
FDA36,OUT018,2712.0
NCF31,OUT017,2524.0
FDG14,OUT049,2558.0
FDG28,OUT027,5386.0
FDU14,OUT049,4054.0
FDY47,OUT019,246.0
FDI56,OUT049,1554.0
DRD01,OUT013,990.0
FDM22,OUT046,980.0
FDH33,OUT013,718.0
DRZ24,OUT013,1906.0
NCQ38,OUT046,1688.0
FDO16,OUT027,2842.0
FDU07,OUT027,3842.0
NCB07,OUT013,3070.0
FDU48,OUT045,2048.0
NCM43,OUT045,2548.0
FDR31,OUT010,442.0
DRK49,OUT018,416.0
NCI30,OUT010,1918.0
DRD60,OUT017,2970.0
NCG19,OUT046,3658.0
FDH12,OUT035,1832.0
FDM32,OUT035,1642.0
FDM27,OUT035,2640.0
NCU53,OUT027,4090.0
NCQ18,OUT046,1548.0
FDS10,OUT013,2874.0
FDB33,OUT027,3986.0
FDI12,OUT013,1450.0
NCW42,OUT013,3494.0
NCC06,OUT018,1766.0
FDW02,OUT017,2174.0
NCD43,OUT017,1774.0
FDM57,OUT018,1112.0
FDA58,OUT017,3830.0
FDK56,OUT046,2918.0
FDP52,OUT045,3650.0
FDW20,OUT018,1722.0
FDS52,OUT049,1742.0
NCT29,OUT018,1618.0
NCL54,OUT013,2794.0
FDC05,OUT045,3104.0
FDF34,OUT035,3326.0
FDP03,OUT027,3498.0
FDD32,OUT010,-510.0
FDZ10,OUT045,1996.0
FDZ40,OUT035,1056.0
FDD51,OUT018,444.0
NCY30,OUT019,950.0
FDP58,OUT017,3524.0
FDV49,OUT017,4284.0
FDY24,OUT019,-1030.0
NCO55,OUT017,1790.0
FDR13,OUT017,2032.0
FDS51,OUT017,1136.0
FDP26,OUT045,1596.0
NCB54,OUT027,3502.0
FDF32,OUT017,3222.0
FDN31,OUT018,2722.0
DRM48,OUT017,686.0
FDN20,OUT049,2794.0
DRL01,OUT046,3732.0
FDV56,OUT049,1882.0
DRH13,OUT027,3194.0
FDA03,OUT017,2472.0
FDF47,OUT027,4986.0
FDX32,OUT046,2364.0
FDX57,OUT049,1702.0
NCA30,OUT045,2900.0
FDO49,OUT013,906.0
FDL04,OUT019,-238.0
DRM48,OUT035,748.0
FDR16,OUT013,3414.0
NCC19,OUT018,2742.0
NCE42,OUT045,3640.0
FDY24,OUT017,1036.0
FDH19,OUT049,2890.0
FDJ46,OUT013,2786.0
FDN45,OUT010,1598.0
FDY08,OUT035,2386.0
FDZ37,OUT035,1612.0
NCT30,OUT045,696.0
DRY23,OUT018,446.0
NCZ30,OUT018,1664.0
FDC44,OUT018,1504.0
FDB45,OUT035,1842.0
FDY04,OUT013,2670.0
FDM27,OUT046,2600.0
FDZ43,OUT017,3956.0
FDT39,OUT019,578.0
NCC06,OUT019,126.0
FDL15,OUT027,3914.0
FDL57,OUT017,4204.0
FDU08,OUT046,1610.0
FDK40,OUT017,4284.0
FDQ12,OUT010,1722.0
FDS48,OUT017,2524.0
FDP09,OUT045,3296.0
FDW21,OUT049,1766.0
FDY25,OUT035,3032.0
DRE13,OUT017,1492.0
FDV43,OUT019,-1186.0
FDD22,OUT045,1718.0
FDM46,OUT019,-462.0
NCO30,OUT010,1018.0
FDM25,OUT046,2808.0
NCN41,OUT049,2042.0
FDU24,OUT045,1460.0
FDZ50,OUT046,2956.0
FDP45,OUT013,4046.0
NCM54,OUT045,1928.0
FDW10,OUT019,878.0
FDP20,OUT017,2152.0
FDK32,OUT046,2456.0
FDN52,OUT049,1538.0
FDM58,OUT045,1784.0
FDZ46,OUT027,3238.0
NCA18,OUT018,1580.0
FDD35,OUT046,1970.0
NCK31,OUT035,962.0
FDI40,OUT027,3102.0
FDT50,OUT019,-306.0
NCT06,OUT046,2602.0
FDT31,OUT035,3140.0
FDT45,OUT049,982.0
FDT13,OUT045,2916.0
FDO50,OUT045,1400.0
NCU18,OUT010,306.0
NCR54,OUT049,3150.0
NCO18,OUT018,2542.0
FDU09,OUT045,912.0
FDT13,OUT018,2714.0
FDE09,OUT046,1824.0
NCK53,OUT019,-282.0
FDG45,OUT049,3498.0
DRH15,OUT035,874.0
FDO21,OUT019,1718.0
FDD14,OUT027,4346.0
FDC09,OUT046,1712.0
FDH45,OUT027,2218.0
FDV32,OUT046,1068.0
FDG12,OUT035,2124.0
FDS32,OUT013,2314.0
NCL55,OUT018,3660.0
DRE01,OUT035,3938.0
DRE15,OUT049,1354.0
NCL42,OUT045,3810.0
FDP31,OUT013,1082.0
FDN33,OUT018,1262.0
FDZ59,OUT046,2656.0
FDE45,OUT010,930.0
FDJ07,OUT013,1942.0
FDQ45,OUT018,2716.0
FDM33,OUT027,4918.0
FDO15,OUT010,-606.0
FDM46,OUT013,1486.0
FDR03,OUT045,3252.0
FDY49,OUT018,2430.0
FDQ60,OUT045,1868.0
FDW10,OUT049,2914.0
FDO51,OUT049,906.0
FDJ40,OUT018,1522.0
FDS20,OUT018,2622.0
FDU45,OUT013,1882.0
FDV02,OUT035,2838.0
FDN09,OUT046,3838.0
NCM55,OUT027,4390.0
FDN23,OUT018,2074.0
FDY31,OUT010,418.0
FDW03,OUT010,-130.0
FDD14,OUT046,2868.0
FDV23,OUT017,2100.0
DRI03,OUT045,2728.0
FDN13,OUT035,1712.0
FDF45,OUT027,2510.0
FDU46,OUT035,1628.0
FDB57,OUT049,3670.0
FDV12,OUT049,1770.0
FDQ58,OUT013,2454.0
NCA18,OUT017,1940.0
FDH52,OUT049,1178.0
FDM24,OUT018,2158.0
NCP43,OUT027,4318.0
NCO18,OUT019,898.0
FDM32,OUT017,1590.0
NCL07,OUT017,734.0
FDK03,OUT013,4058.0
FDP59,OUT017,1792.0
FDQ24,OUT049,4074.0
FDQ16,OUT018,1492.0
FDU44,OUT013,2626.0
FDH28,OUT010,-1246.0
FDV28,OUT019,-1306.0
FDM22,OUT045,880.0
FDR56,OUT046,3136.0
FDV39,OUT049,3238.0
FDU37,OUT019,-574.0
FDQ11,OUT010,2218.0
FDX02,OUT045,3468.0
NCS42,OUT018,1196.0
FDY57,OUT027,3010.0
FDB21,OUT049,3886.0
FDE28,OUT017,3752.0
FDQ55,OUT017,1984.0
FDA48,OUT049,3598.0
FDZ19,OUT045,2696.0
NCC43,OUT045,3880.0
NCV18,OUT046,1294.0
NCA42,OUT018,2244.0
FDY45,OUT046,4058.0
NCC30,OUT045,2756.0
FDM57,OUT013,1450.0
FDL09,OUT010,734.0
FDB09,OUT027,3462.0
FDT44,OUT035,2036.0
NCT06,OUT027,4054.0
FDX26,OUT049,2994.0
FDK32,OUT013,2510.0
DRA12,OUT046,2276.0
FDO46,OUT010,1138.0
FDE52,OUT013,1486.0
NCH42,OUT045,3556.0
FDV08,OUT035,874.0
FDB47,OUT018,3058.0
FDC28,OUT010,-130.0
FDD22,OUT046,1818.0
FDS07,OUT027,3298.0
DRI13,OUT045,3364.0
FDG32,OUT018,3204.0
FDU14,OUT017,4060.0
FDD28,OUT019,-918.0
NCP41,OUT017,1852.0
FDS08,OUT049,2882.0
FDX47,OUT045,2498.0
FDC53,OUT019,-246.0
FDQ19,OUT035,4018.0
FDL14,OUT045,2458.0
FDM33,OUT019,1582.0
FDA51,OUT045,1760.0
FDZ27,OUT018,560.0
FDT04,OUT046,684.0
DRC13,OUT049,2138.0
FDR16,OUT027,4886.0
FDQ03,OUT027,5230.0
FDE38,OUT035,2824.0
DRH23,OUT027,2350.0
FDT11,OUT019,1142.0
FDD09,OUT035,3012.0
FDR40,OUT045,1336.0
FDX07,OUT017,3068.0
FDR07,OUT035,1704.0
FDA51,OUT017,1944.0
FDT59,OUT019,1770.0
FDF20,OUT017,3204.0
FDR13,OUT045,1836.0
FDY26,OUT049,3474.0
FDW04,OUT017,2226.0
FDK52,OUT017,3680.0
FDN60,OUT049,2586.0
FDM09,OUT019,842.0
FDP46,OUT049,1518.0
FDB50,OUT019,-670.0
NCQ29,OUT049,4138.0
FDP16,OUT027,5342.0
FDX33,OUT018,2314.0
FDP07,OUT010,1218.0
FDN22,OUT046,3976.0
FDF39,OUT049,4290.0
FDS21,OUT017,1160.0
NCM42,OUT013,1738.0
FDK50,OUT019,722.0
DRF13,OUT027,3802.0
FDH35,OUT018,2330.0
FDP60,OUT018,1330.0
DRJ49,OUT027,3546.0
NCT42,OUT019,462.0
FDE38,OUT049,2774.0
FDI04,OUT049,3282.0
NCH54,OUT045,2416.0
FDT56,OUT049,1094.0
DRD15,OUT018,3384.0
FDV58,OUT013,3114.0
FDP21,OUT049,3126.0
FDH05,OUT013,3734.0
FDR10,OUT027,4050.0
NCP06,OUT045,2292.0
FDF33,OUT049,1830.0
DRK37,OUT013,3022.0
DRH49,OUT045,1306.0
FDT58,OUT013,2678.0
FDD41,OUT018,1442.0
FDP40,OUT018,1556.0
FDM51,OUT027,3154.0
FDO45,OUT010,-454.0
FDW33,OUT010,-222.0
FDY24,OUT045,904.0
FDB10,OUT010,1838.0
FDM40,OUT035,2374.0
NCI06,OUT017,2952.0
FDW12,OUT019,450.0
FDX48,OUT027,3978.0
NCW05,OUT027,3126.0
FDX27,OUT017,1660.0
DRM37,OUT045,3044.0
FDA38,OUT045,3766.0
FDR36,OUT046,708.0
FDZ45,OUT046,3150.0
FDG05,OUT017,2660.0
FDK28,OUT013,4106.0
FDV47,OUT045,1328.0
FDN21,OUT045,2480.0
FDP20,OUT027,3502.0
FDI35,OUT045,2826.0
DRY23,OUT013,770.0
FDA56,OUT017,2092.0
FDB09,OUT013,1998.0
NCO26,OUT027,3310.0
FDQ49,OUT018,2266.0
FDI52,OUT027,3406.0
FDZ44,OUT027,3354.0
FDZ09,OUT018,2322.0
FDY03,OUT049,1950.0
NCG42,OUT017,2158.0
DRI13,OUT027,4906.0
FDQ32,OUT013,2082.0
FDW16,OUT035,1668.0
FDU27,OUT046,792.0
FDR28,OUT010,742.0
FDQ49,OUT010,654.0
FDS37,OUT046,1882.0
FDW26,OUT018,3238.0
FDX12,OUT018,3586.0
NCP06,OUT013,2402.0
FDW45,OUT010,414.0
NCN30,OUT049,1614.0
FDN24,OUT049,962.0
NCL41,OUT027,2010.0
FDR02,OUT019,-110.0
FDD09,OUT010,982.0
FDS33,OUT010,-426.0
FDU22,OUT045,1840.0
FDI53,OUT013,2626.0
DRH01,OUT049,2858.0
FDX32,OUT013,2334.0
NCP30,OUT018,382.0
FDB60,OUT045,3054.0
FDB14,OUT049,1634.0
NCP02,OUT035,1092.0
FDJ10,OUT017,2364.0
FDG34,OUT046,1848.0
NCB18,OUT017,1504.0
FDM16,OUT049,1366.0
FDW25,OUT018,1106.0
FDB35,OUT010,-398.0
DRN11,OUT013,2258.0
FDF41,OUT019,1974.0
FDH16,OUT045,1368.0
NCQ50,OUT018,3066.0
DRH23,OUT018,616.0
DRJ37,OUT013,2430.0
DRJ24,OUT027,4358.0
FDY16,OUT035,3086.0
FDQ27,OUT045,1684.0
FDZ33,OUT045,2288.0
FDF29,OUT045,2092.0
FDA08,OUT049,2742.0
FDG31,OUT046,1098.0
FDE34,OUT019,1050.0
NCR30,OUT027,2634.0
FDV33,OUT035,4276.0
DRZ24,OUT018,1664.0
NCL54,OUT035,2868.0
FDR12,OUT049,2898.0
NCC54,OUT046,3780.0
DRN59,OUT013,802.0
FDX50,OUT019,-134.0
FDV31,OUT027,4278.0
NCA29,OUT027,4190.0
FDW60,OUT049,2970.0
FDX08,OUT017,3012.0
DRD49,OUT013,3706.0
FDD33,OUT046,3640.0
FDW35,OUT013,762.0
FDJ36,OUT017,1780.0
FDV51,OUT035,2800.0
FDW36,OUT046,1720.0
FDH35,OUT046,2630.0
NCS30,OUT027,3518.0
FDN49,OUT017,772.0
FDL08,OUT018,3614.0
FDI09,OUT013,3830.0
FDP19,OUT018,1756.0
FDU21,OUT010,-1306.0
NCP41,OUT045,1654.0
FDY10,OUT013,1838.0
FDP12,OUT018,398.0
NCN26,OUT049,1946.0
FDK44,OUT013,2770.0
FDC28,OUT049,1858.0
FDJ41,OUT027,5626.0
NCT29,OUT035,2100.0
NCH42,OUT019,1698.0
FDU60,OUT018,2422.0
FDS02,OUT045,3010.0
FDC51,OUT046,2040.0
FDU03,OUT013,2954.0
FDX39,OUT045,3332.0
NCY05,OUT010,-1310.0
NCL06,OUT027,5526.0
FDD32,OUT035,1512.0
NCN41,OUT045,1876.0
NCX53,OUT049,2342.0
FDU57,OUT019,514.0
FDQ23,OUT046,1696.0
FDQ52,OUT045,3840.0
FDC14,OUT045,668.0
FDY09,OUT035,2966.0
FDQ28,OUT045,2468.0
FDV25,OUT046,3510.0
FDJ07,OUT035,2032.0
DRB25,OUT049,1786.0
FDK52,OUT019,1654.0
FDY52,OUT027,2522.0
FDB28,OUT046,3130.0
FDT36,OUT035,748.0
FDV25,OUT017,3624.0
NCN07,OUT027,3526.0
FDC57,OUT017,3208.0
FDQ03,OUT018,3500.0
FDU23,OUT017,2774.0
NCX41,OUT035,3498.0
NCD06,OUT035,892.0
FDW08,OUT045,1620.0
NCU29,OUT017,2404.0
NCE06,OUT013,2550.0
FDV52,OUT010,-22.0
FDB02,OUT017,2964.0
NCR18,OUT045,648.0
FDK16,OUT049,1650.0
NCQ29,OUT010,2114.0
FDZ01,OUT019,-154.0
FDW27,OUT035,2660.0
FDD17,OUT018,3496.0
FDW39,OUT013,2886.0
DRH59,OUT045,1108.0
FDS52,OUT013,1686.0
FDU40,OUT027,4562.0
NCF54,OUT013,2758.0
FDH46,OUT045,1646.0
NCP14,OUT049,1726.0
FDH50,OUT049,3102.0
DRF15,OUT010,530.0
FDV27,OUT027,2930.0
NCJ06,OUT049,2002.0
FDN02,OUT018,2972.0
FDQ51,OUT049,930.0
FDQ07,OUT017,3656.0
FDS45,OUT049,1850.0
NCJ06,OUT045,1856.0
FDD36,OUT035,2042.0
FDY25,OUT045,2842.0
FDU52,OUT046,2472.0
DRK47,OUT017,3676.0
NCL30,OUT017,2132.0
FDN22,OUT035,4132.0
NCF30,OUT027,3430.0
FDK03,OUT035,4228.0
FDT45,OUT017,1018.0
NCC54,OUT027,5202.0
FDP08,OUT018,2840.0
FDU44,OUT046,2644.0
DRG39,OUT035,1016.0
FDU32,OUT049,2070.0
FDY27,OUT049,2958.0
NCP54,OUT013,1974.0
NCZ41,OUT049,2090.0
DRL49,OUT013,2298.0
FDI05,OUT018,992.0
FDY56,OUT045,3556.0
DRC13,OUT013,2066.0
NCV29,OUT017,2940.0
FDR24,OUT049,1582.0
FDZ34,OUT018,2758.0
FDP37,OUT035,2140.0
FDX08,OUT027,4346.0
FDS57,OUT045,2176.0
NCG18,OUT049,1734.0
FDK25,OUT018,2418.0
FDH53,OUT049,1470.0
DRI59,OUT018,3244.0
FDA52,OUT046,2832.0
FDT20,OUT010,-1246.0
FDE36,OUT019,742.0
FDI24,OUT017,2872.0
FDB28,OUT018,2872.0
FDV11,OUT017,2948.0
FDP01,OUT046,2496.0
FDD34,OUT027,4050.0
FDJ50,OUT027,2346.0
FDZ44,OUT013,1938.0
DRO59,OUT035,1370.0
DRB48,OUT045,640.0
FDR21,OUT018,2504.0
NCE42,OUT010,1794.0
FDO23,OUT046,1482.0
NCE30,OUT018,3042.0
FDQ22,OUT035,800.0
FDY01,OUT045,1790.0
FDS08,OUT017,2932.0
FDG28,OUT018,3668.0
FDQ51,OUT018,590.0
FDB05,OUT017,4036.0
FDO56,OUT049,2022.0
FDE02,OUT018,1240.0
FDN45,OUT017,3606.0
FDS09,OUT013,882.0
NCA54,OUT018,2584.0
FDP09,OUT010,1466.0
FDC53,OUT045,1556.0
NCM55,OUT017,3032.0
FDL09,OUT018,2428.0
FDA11,OUT019,-378.0
FDA50,OUT045,1452.0
FDC23,OUT017,2956.0
FDE22,OUT049,2642.0
FDD23,OUT046,3016.0
NCA29,OUT049,2826.0
FDK38,OUT046,2354.0
DRC13,OUT046,1996.0
NCP43,OUT049,2922.0
FDX28,OUT049,1686.0
FDF08,OUT049,1594.0
FDZ33,OUT046,2370.0
FDD10,OUT049,2978.0
FDO58,OUT017,2692.0
FDI50,OUT017,3796.0
FDO58,OUT045,2574.0
FDX08,OUT013,2914.0
NCK17,OUT010,-1234.0
FDF39,OUT035,4336.0
FDU45,OUT010,-54.0
NCJ18,OUT018,1546.0
DRC27,OUT019,1974.0
DRC25,OUT035,1524.0
FDU59,OUT035,2694.0
FDU28,OUT035,3214.0
NCP30,OUT046,678.0
FDB39,OUT018,650.0
FDE41,OUT013,1474.0
DRH11,OUT010,-998.0
FDA58,OUT045,3650.0
FDU50,OUT046,1896.0
FDM34,OUT013,2094.0
FDM44,OUT027,3118.0
FDR39,OUT045,2840.0
FDM25,OUT045,2768.0
FDQ49,OUT049,2638.0
DRH25,OUT018,596.0
FDM09,OUT027,4210.0
FDL44,OUT019,698.0
NCR42,OUT018,270.0
DRL59,OUT046,878.0
FDX43,OUT013,2698.0
DRK47,OUT010,1654.0
FDU48,OUT018,1832.0
FDY12,OUT045,788.0
NCN43,OUT018,1682.0
NCM55,OUT018,2614.0
FDQ21,OUT027,3458.0
FDX13,OUT035,4116.0
NCK30,OUT027,5430.0
FDG20,OUT049,2902.0
DRG27,OUT017,754.0
FDY14,OUT018,3892.0
FDP59,OUT035,1842.0
FDU60,OUT017,2852.0
NCC18,OUT019,734.0
DRJ39,OUT017,3542.0
FDS07,OUT049,1906.0
FDM08,OUT027,5026.0
FDP51,OUT045,1898.0
FDU16,OUT035,1520.0
FDH12,OUT013,1730.0
DRE48,OUT010,1202.0
NCL42,OUT027,5298.0
FDR21,OUT045,2748.0
NCW29,OUT035,2234.0
FDO11,OUT013,4038.0
NCM31,OUT049,2322.0
FDV35,OUT019,534.0
FDF58,OUT017,1140.0
NCE43,OUT049,2742.0
FDA02,OUT035,2496.0
DRL37,OUT010,-1178.0
FDR24,OUT018,1242.0
FDW59,OUT049,1458.0
FDS22,OUT049,910.0
FDW24,OUT017,946.0
FDU24,OUT035,1694.0
FDA21,OUT027,4430.0
FDH58,OUT027,3346.0
FDW36,OUT018,1402.0
FDI45,OUT027,4218.0
FDU01,OUT018,2734.0
FDF35,OUT027,3182.0
FDU43,OUT019,1894.0
FDE24,OUT019,382.0
FDK50,OUT049,2706.0
FDG31,OUT045,984.0
FDC60,OUT045,1424.0
FDL36,OUT013,1482.0
FDP21,OUT013,3090.0
FDW16,OUT045,1450.0
FDX02,OUT017,3656.0
FDQ58,OUT027,3934.0
FDT51,OUT046,1848.0
FDD59,OUT049,1426.0
NCM42,OUT018,1468.0
FDA57,OUT018,416.0
FDZ48,OUT035,1966.0
FDE46,OUT045,2376.0
NCZ30,OUT019,34.0
FDB56,OUT017,3128.0
FDA25,OUT027,3186.0
FDD20,OUT013,2050.0
FDL25,OUT013,1542.0
NCO18,OUT049,2894.0
FDJ45,OUT017,696.0
FDR12,OUT035,2908.0
NCF19,OUT010,-1134.0
FDK25,OUT046,2660.0
NCR17,OUT046,1822.0
FDC52,OUT046,2484.0
NCA54,OUT017,2960.0
FDR45,OUT010,1890.0
NCM19,OUT049,1898.0
FDF39,OUT027,5674.0
FDX23,OUT049,1674.0
FDD58,OUT027,3070.0
FDX28,OUT013,1626.0
NCD31,OUT013,2598.0
FDU57,OUT018,2162.0
FDI27,OUT046,820.0
NCM42,OUT046,1732.0
FDD32,OUT027,2834.0
FDI34,OUT013,3678.0
NCM29,OUT049,2166.0
